page_number,sentence_chunk,chunk_char_count,chunk_word_count,chunk_token_count
25,"Factors that Drive Food Choices Along with these influences, a number of other factors affect the dietary choices individuals make, including: • Taste, texture, and appearance. Individuals have a wide range of tastes which influence their food choices, leading some to dislike milk and others to hate raw vegetables. Some foods that are very healthy, such as tofu, may be unappealing at first to many people. However, creative cooks can adapt healthy foods to meet most people’s taste. • Economics. Access to fresh fruits and vegetables may be scant, particularly for those who live in economically disadvantaged or remote areas, where cheaper food options are limited to convenience stores and fast food. • Early food experiences. People who were not exposed to different foods as children, or who were forced to swallow every last bite of overcooked vegetables, may make limited food choices as adults. • Habits. It’s common to establish eating routines, which can work both for and against optimal health.",1008,162,252.0
25,"Habitually grabbing a fast food sandwich for breakfast can seem convenient, but might not offer substantial nutrition. Yet getting in the habit of drinking an ample amount of water each day can yield multiple benefits. • Culture. The culture in which one grows up affects how one sees food in daily life and on special occasions. • Geography. Where a person lives influences food choices. For instance, people who live in Midwestern US states have less access to seafood than those living along the coasts. • Advertising. The media greatly influences food choice by persuading consumers to eat certain foods. • Social factors.",626,103,156.5
25,"Any school lunchroom observer can testify to the impact of peer pressure on eating habits, and this 26 | Lifestyles and Nutrition",129,22,32.25
26,"influence lasts through adulthood. People make food choices based on how they see others and want others to see them. For example, individuals who are surrounded by others who consume fast food are more likely to do the same. • Health concerns. Some people have significant food allergies, to peanuts for example, and need to avoid those foods. Others may have developed health issues which require them to follow a low salt diet. In addition, people who have never worried about their weight have a very different approach to eating than those who have long struggled with excess weight. • Emotions. There is a wide range in how emotional issues affect eating habits. When faced with a great deal of stress, some people tend to overeat, while others find it hard to eat at all.",778,135,194.5
26,"• Green food/Sustainability choices. Based on a growing understanding of diet as a public and personal issue, more and more people are starting to make food choices based on their environmental impact. Realizing that their food choices help shape the world, many individuals are opting for a vegetarian diet, or, if they do eat animal products, striving to find the most “cruelty-free” options possible. Purchasing local and organic food products and items grown through sustainable processes also helps shrink the size of one’s dietary footprint. People choose a vegetarian diet for various reasons, including religious doctrines, health concerns, ecological and animal welfare concerns, or simply because they dislike the taste of meat. There are different types of vegetarians, but a common theme is that vegetarians do not eat meat. Four common forms of vegetarianism are: 1. Lacto-ovo vegetarian. This is the most common form. This type of vegetarian diet includes the animal foods eggs and dairy products.",1011,157,252.75
27,"3. Ovo-vegetarian. This type of vegetarian diet includes eggs but not dairy products. 4. Vegan. This type of vegetarian diet does not include dairy, eggs, or any type of animal product or animal by-product. Learning Activities Technology Note: The second edition of the Human Nutrition Open Educational Resource (OER) textbook features interactive learning activities.  These activities are available in the web-based textbook and not available in the downloadable versions (EPUB, Digital PDF, Print_PDF, or Open Document). Learning activities may be used across various mobile devices, however, for the best user experience it is strongly recommended that users complete these activities using a desktop or laptop computer and in Google Chrome.   An interactive or media element has been excluded from this version of the text.",828,125,207.0
28,An interactive or media element has been excluded from this version of the text. You can view it online here: http:/ /pressbooks.oer.hawaii.edu/ humannutrition2/?p=55 Lifestyles and Nutrition | 29,196,28,49.0
29,"Achieving a Healthy Diet UNIVERSITY OF HAWAI‘I AT MĀNOA FOOD SCIENCE AND HUMAN NUTRITION PROGRAM AND HUMAN NUTRITION PROGRAM Achieving a healthy diet is a matter of balancing the quality and quantity of food that is eaten. There are five key factors that make up a healthful diet: 1. A diet must be adequate, by providing sufficient amounts of each essential nutrient, as well as fiber and adequate calories. 2. A balanced diet results when you do not consume one nutrient at the expense of another, but rather get appropriate amounts of all nutrients. 3. Calorie control is necessary so that the amount of energy you get from the nutrients you consume equals the amount of energy you expend during your day’s activities. 4. Moderation means not eating to the extremes, neither too much nor too little. 5.",805,138,201.25
29,"Variety refers to consuming different foods from within each of the food groups on a regular basis. A healthy diet is one that favors whole foods. As an alternative to modern processed foods, a healthy diet focuses on “real” fresh whole foods that have been sustaining people for generations. Whole foods supply the needed vitamins, minerals, protein, carbohydrates, fats, and fiber that are essential to good health. Commercially prepared and fast foods are often lacking nutrients and often contain inordinate amounts of sugar, salt, saturated and trans fats, all of which are associated with the development of diseases such as atherosclerosis, heart disease, stroke, cancer, obesity, diabetes, and other illnesses. A balanced diet is a mix of food from the different food groups (vegetables, legumes, fruits, grains, protein foods, and dairy). 30 | Achieving a Healthy Diet",877,137,219.25
30,"Adequacy An adequate diet is one that favors nutrient-dense foods. Nutrient- dense foods are defined as foods that contain many essential nutrients per calorie. Nutrient-dense foods are the opposite of “empty-calorie” foods, such as sugary carbonated beverages, which are also called “nutrient-poor.”Nutrient-dense foods include fruits and vegetables, lean meats, poultry, fish, low-fat dairy products, and whole grains. Choosing more nutrient-dense foods will facilitate weight loss, while simultaneously providing all necessary nutrients. Balance Balance the foods in your diet. Achieving balance in your diet entails not consuming one nutrient at the expense of another. For example, calcium is essential for healthy teeth and bones, but too much calcium will interfere with iron absorption. Most foods that are good sources of iron are poor sources of calcium, so in order to get the necessary amounts of calcium and iron from your diet, a proper balance between food choices is critical. Another example is that while sodium is an essential nutrient, excessive intake may contribute to congestive heart failure and chronic kidney disease in some people.",1158,173,289.5
30,"Remember, everything must be consumed in the proper amounts. Moderation Eat in moderation. Moderation is crucial for optimal health and survival. Eating nutrient-poor foods each night for dinner will lead to health complications. But as part of an otherwise healthful diet and consumed only on a weekly basis, this should not significantly Achieving a Healthy Diet | 31",369,58,92.25
31,"impact overall health. It’s important to remember that eating is, in part, about enjoyment and indulging with a spirit of moderation. This fits within a healthy diet. Monitor food portions. For optimum weight maintenance, it is important to ensure that energy consumed from foods meets the energy expenditures required for body functions and activity. If not, the excess energy contributes to gradual, steady accumulation of stored body fat and weight gain. In order to lose body fat, you need to ensure that more calories are burned than consumed. Likewise, in order to gain weight, calories must be eaten in excess of what is expended daily. Variety Variety involves eating different foods from all the food groups. Eating a varied diet helps to ensure that you consume and absorb adequate amounts of all essential nutrients required for health.",847,137,211.75
31,"One of the major drawbacks of a monotonous diet is the risk of consuming too much of some nutrients and not enough of others. Trying new foods can also be a source of pleasure—you never know what foods you might like until you try them. Developing a healthful diet can be rewarding, but be mindful that all of the principles presented must be followed to derive maximal health benefits. For instance, introducing variety in your diet can still result in the consumption of too many high-calorie, nutrient poor foods and inadequate nutrient intake if you do not also employ moderation and calorie control. Using all of these principles together will promote lasting health benefits. 32 | Achieving a Healthy Diet",711,120,177.75
32,"Learning Activities Technology Note: The second edition of the Human Nutrition Open Educational Resource (OER) textbook features interactive learning activities.  These activities are available in the web-based textbook and not available in the downloadable versions (EPUB, Digital PDF, Print_PDF, or Open Document). Learning activities may be used across various mobile devices, however, for the best user experience it is strongly recommended that users complete these activities using a desktop or laptop computer and in Google Chrome.   An interactive or media element has been excluded from this version of the text. You can view it online here: http:/ /pressbooks.oer.hawaii.edu/ humannutrition2/?p=57   Achieving a Healthy Diet | 33",739,107,184.75
33,"ask more questions signage https:/ /www .peakpx.com /519652/ ask-more-qu estions-sign age Research and the Scientific Method UNIVERSITY OF HAWAI‘I AT MĀNOA FOOD SCIENCE AND HUMAN NUTRITION PROGRAM AND HUMAN NUTRITION PROGRAM   Nutritional scientists discover the health effects of food and its nutrients by first making an observation. Once observations are made, they come up with a hypothesis, test their hypothesis, and then interpret the results. After this, they gather additional evidence from multiple sources and finally come up with a conclusion. This organized process of inquiry used in science is called the scientific method. 34 | Research and the Scientific Method",678,102,169.5
34,"Scientific Method steps Figure 1.2 Scientific Method Steps In 1811, French chemist Bernard Courtois was isolating saltpeter for producing gunpowder to be used by Napoleon’s army. To carry out this isolation, he burned some seaweed and in the process, observed an intense violet vapor that crystallized when he exposed it to a cold surface. He sent the violet crystals to an expert on gases, Joseph Gay-Lussac, who identified the crystal as a new element. It was named iodine, the Greek word for violet. The following scientific record is some of what took place in order to conclude that iodine is a nutrient. Observation. Eating seaweed is a cure for goiter, a gross enlargement of the thyroid gland in the neck. Hypothesis. In 1813, Swiss physician Jean-Francois Coindet hypothesized that the seaweed contained iodine, and that iodine could be used instead of seaweed to treat his patients1. 1.",896,147,224.0
34,"Zimmerman, M. B. (2008). Research on Iodine Deficiency and Goiter in the 19th and Early 20th Centuries. Journal Research and the Scientific Method | 35",151,25,37.75
35,"Experimental test. Coindet administered iodine tincture orally to his patients with goiter. Interpret results. Coindet’s iodine treatment was successful.   Hypothesis. French chemist Chatin proposed that the low iodine content in food and water in certain areas far away from the ocean was the primary cause of goiter, and renounced the theory that goiter was the result of poor hygiene. Experimental test. In the late 1860s the program, “The stamping- out of goiter,” started with people in several villages in France being given iodine tablets. Results. The program was effective and 80 percent of goitrous children were cured.",629,98,157.25
35,"Hypothesis. In 1918, Swiss doctor Bayard proposed iodizing salt as a good way to treat areas endemic with goiter. Experimental test. Iodized salt was transported by mules to a small village at the base of the Matterhorn where more than 75 percent of school children were goitrous. It was given to families to use for six months. Results. The iodized salt was beneficial in treating goiter in this remote population.   Experimental test. Physician David Marine conducted the first experiment of treating goiter with iodized salt in America in Akron, Ohio.2 of Nutrition, 138(11), 2060–63.http:/ /jn.nutrition.org/ content/138/11/2060.full 2.",640,97,160.0
35,"Carpenter, K. J. (2005). David Marine and the Problem of Goiter. Journal of Nutrition, 135(4), 675–80. http:/ /jn.nutrition.org/content/135/4/ 675.full?sid=d06fdd35-566f -42a2-a3fd- efbe0736b7ba 36 | Research and the Scientific Method",234,26,58.5
36,"Results. This study was conducted on over four-thousand school children, and found that iodized salt prevented goiter. Conclusions. Seven other studies similar to Marine’s were conducted in Italy and Switzerland, which also demonstrated the effectiveness of iodized salt in treating goiter. In 1924, US public health officials initiated the program of iodizing salt and started eliminating the scourge of goiter. Today, more than 70% of American households use iodized salt and many other countries have followed the same public health strategy to reduce the health consequences of iodine deficiency. Career Connection What are some of the ways in which you think like a scientist, and use the scientific method in your everyday life?Any decision-making process uses some aspect of the scientific method. Think about some of the major decisions you have made in your life and the research you conducted that supported your decision. For example, what brand of computer do you own?",980,153,245.0
36,"Where is your money invested? What college do you attend? Evidence-Based Approach to Nutrition It took more than one hundred years from iodine’s discovery as an effective treatment for goiter until public health programs recognized it as such. Although a lengthy process, the scientific method is a productive way to define essential nutrients and determine their ability to promote health and prevent disease. The Research and the Scientific Method | 37",454,71,113.5
37,"scientific method is part of the overall evidence-based approach to designing nutritional guidelines3. An evidence-based approach to nutrition includes4: • Defining the problem or uncertainty (e.g., the incidence of goiter is lower in people who consume seaweed) • Formulating it as a question (e.g., Does eating seaweed decrease the risk of goiter?) • Setting criteria for quality evidence • Evaluating the body of evidence • Summarizing the body of evidence and making decisions • Specifying the strength of the supporting evidence required to make decisions • Disseminating the findings The Food and Nutrition Board of the Institute of Medicine, a nonprofit, non-governmental organization, constructs its nutrient recommendations (i.e., Dietary Reference Intakes, or DRI) using an evidence-based approach to nutrition. The entire procedure for setting the DRI is documented and made available to the public. The same approach is used by the USDA and HHS, which are 3. Myers E. (2003). Systems for Evaluating Nutrition Research for Nutrition Care Guidelines: Do They Apply to Population Dietary Guidelines?Journal of the American Dietetic Association, 12(2), 34–41. http:/ /jandonline.org/article/S0002-8223(03)01378-6/ abstract 4. Briss PA, Zara S, et al. (",1260,181,315.0
37,"2000). Developing an Evidence- Based Guide to Community Preventive Services—Methods. Am J Prev Med, 18(1S), 35–43. https:/ /www.ncbi.nlm.nih.gov/pubmed/10806978 38 | Research and the Scientific Method",200,24,50.0
38,"departments of the US federal government. The USDA and HHS websites are great tools for discovering ways to optimize health; however, it is important to gather nutrition information from multiple resources, as there are often differences in opinion among various scientists and public health organizations. Full text versions of the DRI publications are available in pdf format at https:/ /www.nap.edu/, along with many other free publications. Learning Activities Technology Note: The second edition of the Human Nutrition Open Educational Resource (OER) textbook features interactive learning activities.  These activities are available in the web-based textbook and not available in the downloadable versions (EPUB, Digital PDF, Print_PDF, or Open Document). Learning activities may be used across various mobile devices, however, for the best user experience it is strongly recommended that users complete these activities using a desktop or laptop computer and in Google Chrome.   An interactive or media element has been excluded from this version of the text. You can view it online here: Research and the Scientific Method | 39",1135,170,283.75
39,http:/ /pressbooks.oer.hawaii.edu/ humannutrition2/?p=61 An interactive or media element has been excluded from this version of the text. You can view it online here: http:/ /pressbooks.oer.hawaii.edu/ humannutrition2/?p=61 An interactive or media element has been excluded from this version of the text. You can view it online here: http:/ /pressbooks.oer.hawaii.edu/ humannutrition2/?p=61   40 | Research and the Scientific Method,432,57,108.0
40,"Types of Scientific Studies UNIVERSITY OF HAWAI‘I AT MĀNOA FOOD SCIENCE AND HUMAN NUTRITION PROGRAM AND HUMAN NUTRITION PROGRAM There are various types of scientific studies on humans that can be used to provide supporting evidence for a particular hypothesis. These include epidemiological studies, interventional clinical trials, and randomized clinical trials. Valuable nutrition knowledge also is obtained from animal studies and cellular and molecular biology research. Table 1.4 Types of Scientific Studies Types of Scientific Studies | 41",545,78,136.25
41,"Type Description Example Notes Epidemiological Observational study of populations around the world and the impact of nutrition on health. Diets with a high consumption of saturated fat are associated with an increased risk of heart attacks. Does not determine cause-and-effect relationships. Intervention Clinical Trials Scientific investigations where a variable is changed between groups. Testing the effect of different diets on blood pressure. One group consumes an American diet, group 2 eats a diet rich in fruits and vegetables, and group 3 eats a combination of groups 1 and 2. If done correctly, it does determine cause-and-effect relationships. Randomized Clinical Trials Participants are assigned by chance to separate groups that compare different treatments. Neither the researchers nor the participants can choose which group a participant is assigned. Testing the effect of calcium supplements on women with osteoporosis.",936,136,234.0
41,Participants are given a pill daily of a placebo or calcium supplement. Neither the participant nor the researcher know what group the participant is in. Considered the “gold” standard for scientific studies. Animal and Cellular Biology Studies are conducted on animals or on cells. Testing the effects of a new blood pressure drug on guinea pigs or on the lipid membrane of a cell. Less expensive than human trials. Study is not on whole humans so it may be not applicable. 42 | Types of Scientific Studies,507,87,126.75
42,"Nutrition Assessment Nutritional assessment is the interpretation of anthropometric, biochemical (laboratory), clinical and dietary data to determine whether a person or groups of people are well nourished or malnourished (overnourished or undernourished). Nutritional assessment can be done using the ABCD methods. These refer to the following: • A. Anthropometry • B. Biochemical methods • C. Clinical methods • D. Dietary methods Anthropometry methods of assessing nutritional status The word anthropometry comes from two words: Anthropo means ‘human’ and metry means ‘measurement’. The different measurements taken to assess growth and body composition are presented below. To assess growth, several different measurements including length, height, weight, head circumference, mid-arm circumference, skin-fold thickness, head/chest ratio, and hip/waist ratio can be used. Height and weight measurements are essential in children to evaluate physical growth. As an additional resource, the NHANES Anthropometry Procedures Manual (revised January 2004) can be viewed here https:/ /www.cdc.gov/nchs/data/nhanes/ nhanes_03_04/BM.pdf Figure 1.3 Measuring Height Types of Scientific Studies | 43",1193,159,298.25
43,"(Source: UNICEF, 1986, How to weigh and measure children: assessing the nutrition status of young children) Biochemical methods of assessing nutritional status Biochemical or laboratory methods of assessment include measuring a nutrient or its metabolite in the blood, feces, urine or other tissues that have a relationship with the nutrient. An example of this method would be to take blood samples to measure levels of glucose in the body. This method is useful for determining if an individual has diabetes. Figure 1.4 Measuring Blood Glucose Levels 44 | Types of Scientific Studies",585,92,146.25
44,"Image by TesaPhotogr aphy / CC0 Clinical methods of assessing nutritional status In addition to the anthropometric assessments, you can also assess clinical signs and symptoms that might indicate potential specific nutrient deficiency. Special attention are given to organs such as skin, eyes, tongue, ears, mouth, hair, nails, and gums. Clinical methods of assessing nutritional status involve checking signs of deficiency at specific places on the body or asking the patient whether they have any symptoms that might suggest nutrient deficiency. Dietary methods of assessing nutritional status Dietary methods of assessment include looking at past or current intakes of nutrients from food by individuals or a group to determine their nutritional status. There are several methods used to do this: Types of Scientific Studies | 45",832,126,208.0
45,"24 hour recall A trained professional asks the subject to recall all food and drink consumed in the previous 24 hours. This is a quick and easy method. However, it is dependent upon the subject’s short-term memory and may not be very accurate. Food frequency questionnaire The subject is given a list of foods and asked to indicate intake per day, per week, and per month. This method is inexpensive and easy to administer. It is more accurate than the 24 hour recall. Food Diary Food intake is recorded by the subject at the time of eating. This method is reliable but difficult to maintain. Also known as a food journal or food record. Observed food consumption This method requires food to be weighed and exactly calculated.",727,127,181.75
45,"It is very accurate but rarely used because it is time-consuming and expensive. Evolving Science Science is always moving forward, albeit sometimes slowly. One study is not enough to make a guideline or a recommendation, or 46 | Types of Scientific Studies",256,42,64.0
46,"cure a disease. Science is a stepwise process that builds on past evidence and finally culminates into a well-accepted conclusion. Unfortunately, not all scientific conclusions are developed in the interest of human health, and some can be biased. Therefore, it is important to know where a scientific study was conducted and who provided the funding, as this can have an impact on the scientific conclusions being made. For example, an air quality study paid for by a tobacco company diminishes its value in the minds of readers as well as a red meat study performed at a laboratory funded by a national beef association. Nutritional Science Evolution One of the newest areas in the realm of nutritional science is the scientific discipline of nutritional genetics, also called nutrigenomics. Genes are part of DNA and contain the genetic information that make up all of our traits. Genes are codes for proteins and when they are turned “on” or “off,” they change how the body works. While we know that health is defined as more than just the absence of disease, there are currently very few accurate genetic markers of good health. Rather, there are many more genetic markers for disease.",1190,199,297.5
46,"However, science is evolving, and nutritional genetics aims to identify what nutrients to eat to “turn on” healthy genes and “turn off” genes that cause disease. Using Science and Technology to Change the Future As science evolves, so does technology. Both can be used to create a healthy diet, optimize health, and prevent disease. Picture yourself not too far into the future: you are wearing a small “dietary watch” Types of Scientific Studies | 47",451,75,112.75
47,"that painlessly samples your blood, and downloads the information to your cell phone, which has an app that evaluates the nutrient profile of your blood and then recommends a snack or dinner menu to assure you maintain adequate nutrient levels. What else is not far off?How about another app that provides a shopping list that adheres to all dietary guidelines and is emailed to the central server at your local grocer, who then delivers the food to your home?The food is then stored in your smart fridge which documents your daily diet at home and delivers your weekly dietary assessment to your home computer. At your computer, you can compare your diet with other diets aimed at weight loss, optimal strength training, reduction in risk for specific diseases or any other health goals you may have. You also may delve into the field of nutritional genetics and download your gene expression profiles to a database that analyzes your genes against millions of others. Nutrition and the Media A motivational speaker once said, “A smart person believes half of what they read. An intelligent person knows which half to believe.” In this age of information, where instant Internet access is just a click away, it is easy to be misled if you do not know where to go for reliable nutrition information. Using Eyes of Discernment “New study shows that margarine contributes to arterial plaque.”",1390,234,347.5
47,“Asian study reveals that two cups of coffee per day can have detrimental effects on the nervous system.” How do you react when you read news of this nature?Do you boycott margarine and coffee?When reading nutrition-related 48 | Types of Scientific Studies,256,42,64.0
48,"claims, articles, websites, or advertisements, always remember that one study does not substantiate a fact. One study neither proves nor disproves anything. Readers who may be looking for complex answers to nutritional dilemmas can quickly misconstrue such statements and be led down a path of misinformation. Listed below are ways that you can develop discerning eyes when reading nutritional news. 1. The scientific study under discussion should be published in a peer reviewed journal, such as the Journal of Nutrition. Question studies that come from less trustworthy sources (such as non peer-reviewed journals or websites) or that are not formally published. 2. The report should disclose the methods used by the researcher(s). Did the study last for three or thirty weeks?",779,121,194.75
48,"Were there ten or one hundred participants?What did the participants actually do?Did the researcher(s) observe the results themselves or did they rely on self reports from program participants? 3. Who were the subjects of this study?Humans or animals?If human, are any traits/characteristics noted?You may realize you have more in common with certain program participants and can use that as a basis to gauge if the study applies to you. 4. Credible reports often disseminate new findings in the context of previous research.",525,82,131.25
48,"A single study on its own gives you very limited information, but if a body of literature supports a finding, it adds to credibility. 5. Peer-reviewed articles deliver a broad perspective and are inclusive of findings of many studies on the exact same subject. 6. When reading such news, ask yourself, “Is this making sense?” Even if coffee does adversely affect the nervous system, do you drink enough of it to see any negative effects?Remember, if a headline professes a new remedy for a nutrition-related topic, it may well be a research-supported piece of news, but more often than not, it is a sensational story designed to catch the Types of Scientific Studies | 49",671,115,167.75
49,"attention of an unsuspecting consumer. Track down the original journal article to see if it really supports the conclusions being drawn in the news report. When reading information on websites, remember the following criteria for discerning if the site is valid: 1. Who sponsors the website? 2. Are names and credentials disclosed? 3. Is an editorial board identified? 4. Does the site contain links to other credible informational websites?",441,69,110.25
49,"5. Even better, does it reference peer-reviewed journal articles? If so, do those journal articles actually back up the claims being made on the website? 6. How often is the website updated? 7. Are you being sold something at this website? 8. Does the website charge a fee? For more information, visit http:/ /www.csuchico.edu/lins/ handouts/eval_websites.pdf Trustworthy Sources Now let’s consider some reputable organizations and websites from which you can usually obtain valid nutrition information.",503,74,125.75
49,Organizations Active in Nutrition Policy and Research Authoritative nutritional news will be based upon solid scientific 50 | Types of Scientific Studies,153,22,38.25
50,"evidence, supported by multiple studies, and published in peer- reviewed journals. Whatever the source of your nutritional news, remember to apply the criteria outlined above to help ensure the validity of the information presented. Below are some examples of websites which can be considered credible sources for nutritional news. • US Department of Agriculture Food and Nutrition Information Center. The USDA site http:/ /fnic.nal.usda.gov has more than 2,500 links to information about diet, nutrition, diet and disease, weight and obesity, food-safety and food-labeling, packaging, dietary supplements and consumer questions. Using this interactive site, you can find tips and resources on how to eat a healthy diet, nutritional information, and a food planner. • The Academy of Nutrition and Dietetics (AND). The AND promotes scientific, evidenced-based, research-supported food and nutrition related information on its website, http:/ /www.eatright.org. It is focused on informing the public about recent scientific discoveries and studies, weight-loss concerns, food safety topics, nutrition issues, and disease prevention. • Department of Health and Human Services (HHS).",1179,167,294.75
50,"The HHS website, HealthFinder.gov, provides credible information about healthful lifestyles and the latest in health news. A variety of online tools are available to assist with food-planning, weight maintenance, physical activity, and dietary goals. You can also find healthful tips for all age groups, tips for preventing disease, and information on daily health issues in general. • Centers for Disease Control and Prevention (CDC). The Centers for Disease Control and Prevention (http:/ /www.cdc.gov) distributes an online newsletter called CDC Vital Signs which provides up-to-date public health information and data regarding food, nutrition, cholesterol, high blood pressure, obesity, teenage drinking, and tobacco Types of Scientific Studies | 51",754,107,188.5
51,"usage. Learning Activities Technology Note: The second edition of the Human Nutrition Open Educational Resource (OER) textbook features interactive learning activities.  These activities are available in the web-based textbook and not available in the downloadable versions (EPUB, Digital PDF, Print_PDF, or Open Document). Learning activities may be used across various mobile devices, however, for the best user experience it is strongly recommended that users complete these activities using a desktop or laptop computer and in Google Chrome.   An interactive or media element has been excluded from this version of the text. You can view it online here: http:/ /pressbooks.oer.hawaii.edu/ humannutrition2/?p=65   52 | Types of Scientific Studies",749,108,187.25
54,"Image by Henrique Felix on unsplash.co m / CC0 Introduction UNIVERSITY OF HAWAI‘I AT MĀNOA FOOD SCIENCE AND HUMAN NUTRITION PROGRAM AND HUMAN NUTRITION PROGRAM I ola no ke kino i ka māʻona o ka ʻōpū The body enjoys health when the stomach is full   Learning Objectives By the end of this chapter, you will be able to: Introduction | 55",335,62,83.75
55,"• Explain the anatomy and physiology of the digestive system and other supporting organ systems • Describe the relationship between diet and each of the organ systems • Describe the process of calculating Body Mass Index (BMI) The Native Hawaiians believed there was a strong connection between health and food. Around the world, other cultures had similar views of food and its relationship with health. A famous quote by the Greek physician Hippocrates over two thousand years ago, “Let food be thy medicine and medicine be thy food” bear much relevance on our food choices and their connection to our health. Today, the scientific community echoes Hippocrates’ statement as it recognizes some foods as functional foods. The Academy of Nutrition and Dietetics defines functional foods as “whole foods and fortified, enriched, or enhanced foods that have a potentially beneficial effect on health when consumed as part of a varied diet on a regular basis, at effective levels.” In the latter nineteenth century, a Russian doctor of immunology, Elie Metchnikoff, was intrigued by the healthy life spans of people who lived in the tribes of the northern Caucasus Mountains. What contributed to their long lifespan and their resistance to life- threatening diseases?A possible factor lay wrapped up in a leather satchel used to hold fermented milk. Observing the connection between the beverage and longevity, Dr. Elie Metchnikoff began his research on beneficial bacteria and the longevity of life that led to his book, The Prolongation of Life. He studied the biological effects and chemical properties of the kefir elixir whose name came from the Turkish word “kef” or “pleasure.”",1681,268,420.25
55,"To this day, kefir is one of the most widely enjoyed beverages in Russia. Kefir has since found its way into America, where it is marketed in 56 | Introduction",159,30,39.75
56,"several flavors and can be found at your local grocery store. It is one product of the billion-dollar functional food industry marketed with all sorts of health claims from improving digestion to preventing cancer. What is the scientific evidence that kefir is a functional food?Expert nutritionists agree that probiotics, such as kefir, reduce the symptoms of lactose intolerance and can ward off virally caused diarrhea. While some health claims remain unsubstantiated, scientific studies are ongoing to determine the validity of other health benefits of probiotics. The Native Hawaiians also consumed a daily probiotic in their diet commonly known as poi (pounded taro). In precolonial Hawai‘i, poi was used for a wide variety of dietary and medicinal purposes. Aside from poi’s nutrient dense composition, fermented poi has numerous compounds created in the fermentation process that are very beneficial to the health of the human body. As a probiotic, evidence suggests that poi can be useful in helping diseases such as diarrhea, gastroenteritis, irritable bowel syndrome, inflammatory bowel disease, and cancer.1 Another well-known probiotic to the local people of Hawai‘i is Kimchi. Kimchi is a traditional Korean food that is manufactured by fermenting vegetables (usually cabbage).",1291,194,322.75
56,"Similar to the kefir and poi, kimchi also has shown to have similar health benefits as a probiotic food.2 The Japanese also have traditional fermented foods such as natto. Natto is made from fermented soybeans and has many health 1. Brown A, Valiere A. (2004). The Medicinal Uses of Poi. Nutrition in Clinical Care, 7(2), 69-74. https:/ /www.ncbi.nlm.nih.gov/pmc/articles/ PMC1482315/ 2. Park K, Jeong J, et al. (2014). Health Benefits of Kimchi. Journal of Medicinal Food, 17(1), 6-20.",486,74,121.5
57,"benefits as a probiotic. Along with the beneficial components, natto is very nutrient-dense containing carbohydrates, fats, protein, fiber, vitamins and minerals.3 Other common foods we ferment in our diet include miso, sauerkraut, kombucha, and tempeh. Figure 2.1 Components of Organ Systems in the Human Body   3. Sanjukta S, Rai AK. (2016). Production of bioactive peptides during soy fermentation and their potential health benefits. Trends in Food Science and Technology, 50, 1-10.http:/ /www.sciencedirect.com/science/ article/pii/S0924224415300571 58 | Introduction",572,76,143.0
58,"Digestive system without labels by Mariana Ruiz / Public Domain Knowing how to maintain the balance of friendly bacteria in your intestines through proper diet can promote overall health. Recent scientific studies have shown that probiotic supplements positively affect intestinal microbial flora, which in turn positively affect immune system function. As good nutrition is known to influence immunity, there is great interest in using probiotic foods and other immune-system-friendly foods as a way to prevent illness. In this chapter we will explore not only immune system function, but also Introduction | 59",612,92,153.0
59,"all other organ systems in the human body. We will learn the process of nutrient digestion and absorption, which further reiterates the importance of developing a healthy diet to maintain a healthier you. The evidence abounds that food can indeed be “thy medicine.” Learning Activities Technology Note: The second edition of the Human Nutrition Open Educational Resource (OER) textbook features interactive learning activities.  These activities are available in the web-based textbook and not available in the downloadable versions (EPUB, Digital PDF, Print_PDF, or Open Document). Learning activities may be used across various mobile devices, however, for the best user experience it is strongly recommended that users complete these activities using a desktop or laptop computer and in Google Chrome.   An interactive or media element has been excluded from this version of the text. You can view it online here: http:/ /pressbooks.oer.hawaii.edu/ humannutrition2/?p=71 60 | Introduction",991,146,247.75
61,"Basic Biology, Anatomy, and Physiology UNIVERSITY OF HAWAI‘I AT MĀNOA FOOD SCIENCE AND HUMAN NUTRITION PROGRAM AND HUMAN NUTRITION PROGRAM The Basic Structural and Functional Unit of Life: The Cell What distinguishes a living organism from an inanimate object?A living organism conducts self-sustaining biological processes. A cell is the smallest and most basic form of life. The cell theory incorporates three principles: Cells are the most basic building units of life. All living things are composed of cells. New cells are made from preexisting cells, which divide in two. Who you are has been determined because of two cells that came together inside your mother’s womb. The two cells containing all of your genetic information (DNA) united to begin making new life. Cells divided and differentiated into other cells with specific roles that led to the formation of the body’s numerous body organs, systems, blood, blood vessels, bone, tissue, and skin. As an adult, you are made up of trillions of cells.",1011,160,252.75
61,"Each of your individual cells is a compact and efficient form of life—self- sufficient, yet interdependent upon the other cells within your body to supply its needs. Independent single-celled organisms must conduct all the basic processes of life. The single-celled organism must take in nutrients (energy capture), excrete wastes, detect and respond to its environment, move, breathe, grow, and reproduce. Even a one- celled organism must be organized to perform these essential processes. All cells are organized from the atomic level to all its larger forms. Oxygen and hydrogen atoms combine to make the 62 | Basic Biology, Anatomy, and Physiology",651,100,162.75
